Rank	Gene_Alias	Ensembl_id	Entrez_id	GO_terms	Description
57	MGC57564 PKC-gamma PKCC PKCG PRKCG SCA14 	ENSG00000126583 	5582 	chemosensory behavior : response to pain : innervation : protein autophosphorylation : negative regulation of neuron apoptotic process : response to morphine : learning or memory : synaptic membrane : dendrite : perinuclear region of cytoplasm : cytosol : nucleus : positive regulation of mismatch repair : phosphorylation : neurotrophin TRK receptor signaling pathway : negative regulation of protein ubiquitination : activation of phospholipase C activity : negative regulation of protein catabolic process : epidermal growth factor receptor signaling pathway : cell death : fibroblast growth factor receptor signaling pathway : platelet activation : response to stress : cell junction : plasma membrane : neuron projection : cytoplasm : blood coagulation : signal transduction : intracellular signal transduction : protein phosphorylation : synaptic transmission : innate immune response : 	protein kinase C, gamma 
58	CALNB1 CNB CNB1 PPP3R1 	ENSG00000221823 	5534 	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway : intrinsic apoptotic signaling pathway : Fc-epsilon receptor signaling pathway : calcineurin complex : nucleoplasm : cytosol : apoptotic process : innate immune response : 	protein phosphatase 3, regulatory subunit B, alpha 
59	B55-BETA FLJ95686 MGC24888 PP2A-B55BETA PP2A-PR55B PP2AB-BETA PP2APR55-BETA PPP2R2B PR2AB-BETA PR2AB55-BETA PR2APR55-BETA PR52B PR55-BETA SCA12 	ENSG00000156475 	5521 	regulation of protein phosphatase type 2A activity : mitochondrial fragmentation involved in apoptotic process : cellular response to stress : positive regulation of neuron apoptotic process : protein targeting to mitochondrion : spermatid development : neuron differentiation : brain development : protein phosphatase type 2A complex : mitochondrial outer membrane : cytoskeleton : cytosol : mitochondrion : signal transduction : 	protein phosphatase 2, regulatory subunit B, beta 
60	EIEE4 hUNC18 MUNC18-1 rbSec1 STXBP1 UNC18 	ENSG00000136854 	6812 	positive regulation of calcium ion-dependent exocytosis : energy reserve metabolic process : regulation of synaptic vesicle priming : synaptic vesicle maturation : regulation of insulin secretion : platelet degranulation : axon target recognition : glutamate secretion : protein stabilization : neuromuscular synaptic transmission : negative regulation of synaptic transmission, GABAergic : platelet aggregation : vesicle docking involved in exocytosis : negative regulation of neuron apoptotic process : neurotransmitter secretion : vesicle-mediated transport : long term synaptic depression : positive regulation of exocytosis : exocytosis : platelet alpha granule : protein complex : cytosol : mitochondrion : cytoplasm : plasma membrane : synaptic transmission : protein transport : small molecule metabolic process : 	syntaxin binding protein 1 
61	DKFZp686K0542 DKFZp686K23100 KIAA0723 MATR3 MGC9105 	ENSG00000015479 	9782 	nuclear matrix : nuclear inner membrane : nucleus : 	matrin 3 
62	GAS7 KIAA0394 MGC1348 MLL/GAS7 	ENSG00000007237 	8522 	neuron projection morphogenesis : actin filament bundle assembly : actin filament polymerization : regulation of cell shape : cell cycle arrest : actin filament : ruffle : cytoplasm : neuron differentiation : regulation of transcription, DNA-templated : 	growth arrest-specific 7 
63	STX1B STX1B1 STX1B2 	ENSG00000099365 	112755 	regulation of exocytosis : neurotransmitter transport : vesicle-mediated transport : spindle : microtubule organizing center : membrane : integral component of plasma membrane : cytoplasm : nucleus : transport : intracellular protein transport : synaptic transmission : protein transport : 	syntaxin 1B 
64	MYBPC1 MYBPCC MYBPCS slow-type 	ENSG00000196091 	4604 	muscle contraction : muscle filament sliding : myofibril : myosin filament : cytosol : cell adhesion : 	myosin binding protein C, slow type 
65	ANK2 DKFZp686M09125 DKFZp686P0948 FLJ38277 LQT4 	ENSG00000145362 	287 	positive regulation of cation channel activity : positive regulation of calcium ion transmembrane transporter activity : positive regulation of potassium ion transmembrane transporter activity : SA node cell action potential : atrial cardiac muscle cell action potential : protein localization to endoplasmic reticulum : protein localization to cell surface : T-tubule organization : cardiac muscle contraction : positive regulation of potassium ion transport : protein stabilization : regulation of cardiac muscle contraction by calcium ion signaling : cellular calcium ion homeostasis : protein targeting to plasma membrane : positive regulation of calcium ion transport : positive regulation of gene expression : regulation of heart rate by cardiac conduction : costamere : Z disc : M band : T-tubule : intercalated disc : perinuclear region of cytoplasm : integral component of plasma membrane : atrial cardiac muscle cell to AV node cell communication : membrane depolarization during SA node cell action potential : protein localization to T-tubule : protein localization to M-band : regulation of calcium ion transmembrane transporter activity : atrial septum development : regulation of ventricular cardiac muscle cell membrane repolarization : sarcoplasmic reticulum calcium ion transport : SA node cell to atrial cardiac muscle cell communication : ventricular cardiac muscle cell action potential : regulation of cardiac muscle contraction : regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion : regulation of protein stability : regulation of release of sequestered calcium ion into cytosol : regulation of heart rate : regulation of calcium ion transport : protein localization to organelle : cellular protein localization : regulation of cardiac muscle cell contraction : protein localization to plasma membrane : A band : apical plasma membrane : basolateral plasma membrane : postsynaptic membrane : sarcolemma : cytoskeleton : intracellular : cytosol : plasma membrane : response to methylmercury : paranodal junction assembly : nervous system development : regulation of cation channel activity : regulation of cardiac muscle cell membrane potential : protein localization : membrane raft : neuron projection : cytoplasm : signal transduction : axon guidance : 	ankyrin 2, neuronal 
66	DBS gp330 LRP2 	ENSG00000081479 	4036 	phototransduction, visible light : steroid metabolic process : retinoid metabolic process : vitamin D metabolic process : endocytosis : forebrain development : receptor-mediated endocytosis : protein glycosylation : lipid metabolic process : vitamin metabolic process : coated pit : endocytic vesicle : endosome : brush border membrane : lysosomal membrane : lysosome : apical plasma membrane : Golgi apparatus : endoplasmic reticulum : plasma membrane : integral component of membrane : brush border : apical part of cell : membrane : cell proliferation : small molecule metabolic process : 	low density lipoprotein receptor-related protein 2 
67	FLJ11460 SYB2 VAMP-2 VAMP2 	ENSG00000220205 	6844 	positive regulation of intracellular protein transport : energy reserve metabolic process : Golgi to plasma membrane protein transport : regulation of insulin secretion : synaptic vesicle exocytosis : glutamate secretion : post-Golgi vesicle-mediated transport : calcium ion-dependent exocytosis : regulation of exocytosis : cellular response to insulin stimulus : response to glucose : protein complex assembly : neurotransmitter secretion : vesicle-mediated transport : clathrin-sculpted monoamine transport vesicle membrane : clathrin-sculpted glutamate transport vesicle membrane : clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane : endocytic vesicle membrane : clathrin-coated vesicle : synaptobrevin 2-SNAP-25-syntaxin-1a complex : zymogen granule membrane : synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex : SNARE complex : secretory granule membrane : neuron projection : synaptic vesicle membrane : trans-Golgi network : cell junction : perinuclear region of cytoplasm : membrane : integral component of plasma membrane : plasma membrane : integral component of membrane : synaptic transmission : cellular protein metabolic process : small molecule metabolic process : 	vesicle-associated membrane protein 2 (synaptobrevin 2) 
68	FLJ45906 IDH3GL NELL1 NRP1 	ENSG00000165973 	4745 	negative regulation of cyclin catabolic process : negative regulation of osteoblast proliferation : positive regulation of bone mineralization : positive regulation of osteoblast differentiation : regulation of gene expression : nervous system development : nuclear envelope : perinuclear region of cytoplasm : extracellular region : cytoplasm : cell differentiation : 	NEL-like 1 (chicken) 
69	B-CK CKB CKBB 	ENSG00000166165 	1152 	cellular chloride ion homeostasis : creatine metabolic process : cellular nitrogen compound metabolic process : brain development : cytosol : mitochondrion : small molecule metabolic process : 	creatine kinase, brain 
70	FLJ14427 PTPN5 PTPSTEP STEP 	ENSG00000110786 	84867 	dephosphorylation : protein dephosphorylation : peptidyl-tyrosine dephosphorylation : endoplasmic reticulum membrane : integral component of membrane : 	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched) 
