Symbol	Description	Score	Synonyms	GO annotations	Links
RPLP0 	ribosomal protein, large, P0 [Source:HGNC Symbol;Acc:10371]	1.90	ENSG00000089157;ENSP00000339027;ENSP00000366471;ENSP00000376299;ENSP00000446777;ENSP00000447311;ENSP00000448046;ENSP00000448223;ENSP00000448639;ENSP00000448919;ENSP00000449205;ENSP00000449328;ENSP00000449765;ENSP00000449854;ENSP00000450019;ENSP00000450121;ENSP00000450222;6175;RPLP0;NP_000993;NP_444505;NM_001002;NM_053275;L10E;LP0;P0;PRLP0;RPP0;P05388;RLA0_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6175
RPS15A 	ribosomal protein S15a [Source:HGNC Symbol;Acc:10389]	1.90	ENSG00000134419;ENSP00000318646;ENSP00000457000;ENSP00000457001;ENSP00000457924;ENSP00000458052;ENSP00000458115;ENSP00000458528;ENSP00000459373;ENSP00000459554;ENSP00000460069;ENSP00000460618;6210;RPS15A;NP_001010;NP_001025180;NM_001019;NM_001030009;S15A;P62244;RS15A_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6210
RPL11 	ribosomal protein L11 [Source:HGNC Symbol;Acc:10301]	1.88	ENSG00000142676;ENSP00000363676;ENSP00000390839;ENSP00000398888;6135;RPL11;NP_000966;NP_001186731;NM_000975;NM_001199802;P62913;RL11_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribonucleoprotein complex biogenesis; ribosomal subunit; ribosome; RNA catabolic process; rRNA metabolic process; rRNA processing; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6135
RPS3A 	ribosomal protein S3A [Source:HGNC Symbol;Acc:10421]	1.86	ENSG00000145425;ENSP00000346050;ENSP00000421277;ENSP00000421457;ENSP00000421770;ENSP00000421776;ENSP00000422994;ENSP00000423953;ENSP00000424547;ENSP00000425024;ENSP00000425508;ENSP00000425978;ENSP00000426282;ENSP00000426466;ENSP00000444951;6189;8944;RPS3A;NP_000997;NP_001254628;NM_001006;MFTL;S3A;P61247;RS3A_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6189
RPL32 	ribosomal protein L32 [Source:HGNC Symbol;Acc:10336]	1.83	ENSG00000144713;ENSP00000339064;ENSP00000380156;ENSP00000380158;ENSP00000388674;ENSP00000412393;ENSP00000413742;ENSP00000416429;6161;RPL32;NP_000985;NP_001007074;NP_001007075;NM_000994;NM_001007073;NM_001007074;L32;P62910;RL32_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6161
RPS25 	ribosomal protein S25 [Source:HGNC Symbol;Acc:10413]	1.83	ENSG00000118181;ENSG00000262088;ENSP00000431634;ENSP00000435096;ENSP00000436193;ENSP00000458228;ENSP00000459690;ENSP00000460242;ENSP00000460435;6230;RPS25;NP_001019;NM_001028;S25;P62851;RS25_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6230
RPL12 	ribosomal protein L12 [Source:HGNC Symbol;Acc:10302]	1.82	ENSG00000197958;ENSP00000354739;ENSP00000441179;6136;RPL12;NP_000967;NM_000976;P30050;RL12_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6136
RPL24 	ribosomal protein L24 [Source:HGNC Symbol;Acc:10325]	1.82	ENSG00000114391;ENSP00000377640;ENSP00000419179;ENSP00000420380;6152;RPL24;NP_000977;NM_000986;L24;P83731;RL24_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6152
RPS23 	ribosomal protein S23 [Source:HGNC Symbol;Acc:10410]	1.80	ENSG00000186468;ENSP00000296674;ENSP00000420900;ENSP00000422071;ENSP00000425833;ENSP00000425865;ENSP00000427043;6228;RPS23;NP_001016;NM_001025;S23;P62266;RS23_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6228
RPS10 	ribosomal protein S10 [Source:HGNC Symbol;Acc:10383]	1.78	ENSG00000124614;ENSP00000347271;ENSP00000363169;6204;RPS10;NP_001005;NP_001190174;NP_001191020;NM_001014;NM_001203245;NM_001204091;MGC88819;P46783;RS10_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6204
RPL7 	ribosomal protein L7 [Source:HGNC Symbol;Acc:10363]	1.78	ENSG00000147604;ENSP00000339795;ENSP00000379729;ENSP00000379730;ENSP00000379731;ENSP00000401300;ENSP00000415808;6129;RPL7;NP_000962;NM_000971;humL7-1;L7;P18124;RL7_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA binding; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribonucleoprotein complex biogenesis; ribosomal subunit; ribosome; RNA catabolic process; rRNA metabolic process; rRNA processing; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6129
EEF1G 	eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:3213]	1.77	ENSG00000254772;ENSP00000331901;ENSP00000367258;1937;EEF1G;NP_001395;NM_001404;EF1G;EF1G_HUMAN;P26641;	translational elongation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1937
RPS27 	ribosomal protein S27 [Source:HGNC Symbol;Acc:10416]	1.77	ENSG00000177954;ENSP00000357555;ENSP00000376341;6232;RPS27;NP_001021;NM_001030;MPS-1;S27;P42677;RS27_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6232
RPL27 	ribosomal protein L27 [Source:HGNC Symbol;Acc:10328]	1.76	ENSG00000131469;ENSP00000253788;ENSP00000464813;ENSP00000466019;ENSP00000467587;ENSP00000467939;ENSP00000468468;6155;RPL27;NP_000979;NM_000988;L27;P61353;RL27_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6155
RPS7 	ribosomal protein S7 [Source:HGNC Symbol;Acc:10440]	1.76	ENSG00000171863;ENSP00000339095;ENSP00000385018;ENSP00000385286;ENSP00000385729;6201;RPS7;NP_001002;NM_001011;P62081;RS7_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribonucleoprotein complex biogenesis; ribosomal small subunit biogenesis; ribosomal subunit; ribosome; RNA catabolic process; rRNA metabolic process; rRNA processing; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6201
GNB2L1 	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Source:HGNC Symbol;Acc:4399]	1.76	ENSG00000204628;ENSP00000366013;ENSP00000394470;ENSP00000420936;ENSP00000421356;ENSP00000421416;ENSP00000421838;ENSP00000422029;ENSP00000422198;ENSP00000422316;ENSP00000422768;ENSP00000423569;ENSP00000424237;ENSP00000424654;ENSP00000424760;ENSP00000425008;ENSP00000426046;ENSP00000426101;ENSP00000426111;ENSP00000426270;ENSP00000426708;ENSP00000426909;ENSP00000426960;ENSP00000427677;10399;619570;619571;GNB2L1;NP_006089;NM_006098;Gnb2-rs1;H12.3;RACK1;GBLP_HUMAN;P63244;	protein kinase binding; ribosomal subunit; ribosome; small ribosomal subunit	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10399
RPS11 	ribosomal protein S11 [Source:HGNC Symbol;Acc:10384]	1.74	ENSG00000142534;ENSP00000270625;ENSP00000470375;ENSP00000470447;ENSP00000471873;ENSP00000471874;6205;84546;RPS11;NP_001006;NM_001015;S11;P62280;RS11_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6205
RPS2 	ribosomal protein S2 [Source:HGNC Symbol;Acc:10404]	1.74	ENSG00000140988;ENSP00000341885;ENSP00000433034;ENSP00000433170;ENSP00000434846;ENSP00000436227;ENSP00000436356;ENSP00000436865;ENSP00000454837;ENSP00000460860;26784;6187;RPS2;NP_002943;NM_002952;LLREP3;P15880;RS2_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA binding; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26784

