GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 13:38:49 GMT 2016

Gene	Score	Description
	Agrawal-Sedivy-2010	0.59	Proteomic profiling of Myc-associated proteins.	Agrawal, Yu, Salomon, Sedivy	2010	Cell Cycle	21150319	http://www.ncbi.nlm.nih.gov/pubmed/21150319	Direct interaction	102	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Weinmann-Meister-2009	0.55	Importin 8 is a gene silencing factor that targets argonaute proteins to distinct mRNAs.	Weinmann, Höck, Ivacevic, Ohrt, Mütze, Schwille, Kremmer, Benes, Urlaub, Meister	2009	Cell	19167051	http://www.ncbi.nlm.nih.gov/pubmed/19167051	Direct interaction	96	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Danielsen-Nielsen-2011	0.53	Mass spectrometric analysis of lysine ubiquitylation reveals promiscuity at site level.	Danielsen, Sylvestersen, Bekker-Jensen, Szklarczyk, Poulsen, Horn, Jensen, Mailand, Nielsen	2011	Mol Cell Proteomics	21139048	http://www.ncbi.nlm.nih.gov/pubmed/21139048	Direct interaction	5424	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Foerster-Ritter-2013	0.51	Characterization of the EGFR interactome reveals associated protein complex networks and intracellular receptor dynamics.	Foerster, Kacprowski, Dhople, Hammer, Herzog, Saafan, Bien-Möller, Albrecht, Völker, Ritter	2013	Proteomics	23956138	http://www.ncbi.nlm.nih.gov/pubmed/23956138	Direct interaction	161	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Cannavo-Jiricny-2007	0.51	Characterization of the interactome of the human MutL homologues MLH1, PMS1, and PMS2.	Cannavo, Gerrits, Marra, Schlapbach, Jiricny	2007	J Biol Chem	17148452	http://www.ncbi.nlm.nih.gov/pubmed/17148452	Direct interaction	101	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Rowbotham-Mermoud-2011	0.51	Maintenance of silent chromatin through replication requires SWI/SNF-like chromatin remodeler SMARCAD1.	Rowbotham, Barki, Neves-Costa, Santos, Dean, Hawkes, Choudhary, Will, Webster, Oxley, Green, Varga-Weisz, Mermoud	2011	Mol Cell	21549307	http://www.ncbi.nlm.nih.gov/pubmed/21549307	Direct interaction	114	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Fibroblasts,Cell Line,Cancer,Cultured Cells
	Barr-Knapp-2009	0.50	Large-scale structural analysis of the classical human protein tyrosine phosphatome.	Barr, Ugochukwu, Lee, King, Filippakopoulos, Alfano, Savitsky, Burgess-Brown, Müller, Knapp	2009	Cell	19167335	http://www.ncbi.nlm.nih.gov/pubmed/19167335	Direct interaction	165	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Li-Dorf-2011 A	0.48	Mapping a dynamic innate immunity protein interaction network regulating type I interferon production.	Li, Wang, Berman, Kong, Dorf	2011	Immunity	21903422	http://www.ncbi.nlm.nih.gov/pubmed/21903422	Direct interaction	400	BIOGRID	http://thebiogrid.org/	Cell Signalling,Cultured Cells,Cell Line,Immune System
	Cox-Rizzino-2013	0.47	The SOX2-interactome in brain cancer cells identifies the requirement of MSI2 and USP9X for the growth of brain tumor cells.	Cox, Wilder, Gilmore, Wuebben, Washburn, Rizzino	2013	PLoS One	23667531	http://www.ncbi.nlm.nih.gov/pubmed/23667531	Direct interaction	280	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Transcription Factors,Cell Line,Cultured Cells,Cancer
	Giannone-Liu-2010	0.45	The protein network surrounding the human telomere repeat binding factors TRF1, TRF2, and POT1.	Giannone, McDonald, Hurst, Shen, Wang, Liu	2010	PLoS One	20811636	http://www.ncbi.nlm.nih.gov/pubmed/20811636	Direct interaction	279	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cultured Cells,Cell Line
	Persaud-Rotin-2009	0.43	Comparison of substrate specificity of the ubiquitin ligases Nedd4 and Nedd4-2 using proteome arrays.	Persaud, Alberts, Amsen, Xiong, Wasmuth, Saadon, Fladd, Parkinson, Rotin	2009	Mol Syst Biol	19953087	http://www.ncbi.nlm.nih.gov/pubmed/19953087	Direct interaction	244	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Varjosalo-Gstaiger-2013 A	0.42	The protein interaction landscape of the human CMGC kinase group.	Varjosalo, Keskitalo, Van Drogen, Nurkkala, Vichalkovski, Aebersold, Gstaiger	2013	Cell Rep	23602568	http://www.ncbi.nlm.nih.gov/pubmed/23602568	Direct interaction	686	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	IREF-PUBMED	0.41							Direct interaction	459	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Roux-Burke-2012	0.41	A promiscuous biotin ligase fusion protein identifies proximal and interacting proteins in mammalian cells.	Roux, Kim, Raida, Burke	2012	J Cell Biol	22412018	http://www.ncbi.nlm.nih.gov/pubmed/22412018	Direct interaction	113	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors
	BIOGRID-SMALL-SCALE-STUDIES	0.40							Direct interaction	51715	BIOGRID	http://thebiogrid.org/	
	IREF-MATRIXDB	0.38							Direct interaction	179	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Wagner-Choudhary-2011	0.38	A proteome-wide, quantitative survey of in vivo ubiquitylation sites reveals widespread regulatory roles.	Wagner, Beli, Weinert, Nielsen, Cox, Mann, Choudhary	2011	Mol Cell Proteomics	21890473	http://www.ncbi.nlm.nih.gov/pubmed/21890473	Direct interaction	4590	BIOGRID	http://thebiogrid.org/	Signal Transduction
	IREF-INNATEDB	0.38							Direct interaction	3870	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Hutchins-Peters-2010	0.38	Systematic analysis of human protein complexes identifies chromosome segregation proteins.	Hutchins, Toyoda, Hegemann, Poser, Hériché, Sykora, Augsburg, Hudecz, Buschhorn, Bulkescher, Conrad, Comartin, Schleiffer, Sarov, Pozniakovsky, Slabicki, Schloissnig, Steinmacher, Leuschner, Ssykor, Lawo, Pelletier, Stark, Nasmyth, Ellenberg, Durbin, Buchholz, Mechtler, Hyman, Peters	2010	Science	20360068	http://www.ncbi.nlm.nih.gov/pubmed/20360068	Direct interaction	1770	BIOGRID	http://thebiogrid.org/	Cell Proliferation,Nervous System,Localization
	Ramachandran-LaBaer-2004	0.35	Self-assembling protein microarrays.	Ramachandran, Hainsworth, Bhullar, Eisenstein, Rosen, Lau, Walter, LaBaer	2004	Science	15232106	http://www.ncbi.nlm.nih.gov/pubmed/15232106	Direct interaction	113	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Loch-Strickler-2012	0.33	A microarray of ubiquitylated proteins for profiling deubiquitylase activity reveals the critical roles of both chain and substrate.	Loch, Strickler	2012	Biochim Biophys Acta	22626734	http://www.ncbi.nlm.nih.gov/pubmed/22626734	Direct interaction	147	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Sowa-Harper-2009	0.33	Defining the human deubiquitinating enzyme interaction landscape.	Sowa, Bennett, Gygi, Harper	2009	Cell	19615732	http://www.ncbi.nlm.nih.gov/pubmed/19615732	Direct interaction	1506	BIOGRID	http://thebiogrid.org/	
	Roy-Parent-2013	0.31	Novel, gel-free proteomics approach identifies RNF5 and JAMP as modulators of GPCR stability.	Roy, Glazkova, Fréchette, Iorio-Morin, Binda, Pétrin, Trieu, Robitaille, Angers, Hébert, Parent	2013	Mol Endocrinol	23798571	http://www.ncbi.nlm.nih.gov/pubmed/23798571	Direct interaction	153	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Signal Transduction,Cell Line,Cultured Cells
	IREF-BIND	0.30							Direct interaction	7078	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	IREF-MPPI	0.30							Direct interaction	384	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Taipale-Lindquist-2012	0.30	Quantitative analysis of HSP90-client interactions reveals principles of substrate recognition.	Taipale, Krykbaeva, Koeva, Kayatekin, Westover, Karras, Lindquist	2012	Cell	22939624	http://www.ncbi.nlm.nih.gov/pubmed/22939624	Direct interaction	726	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors
	Malovannaya-Qin-2010	0.29	Streamlined analysis schema for high-throughput identification of endogenous protein complexes.	Malovannaya, Li, Bulynko, Jung, Wang, Lanz, O'Malley, Qin	2010	Proc Natl Acad Sci U S A	20133760	http://www.ncbi.nlm.nih.gov/pubmed/20133760	Direct interaction	235	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Chen-Zhang-2013	0.27	Quantitative study of the interactome of PKCζ involved in the EGF-induced tumor cell chemotaxis.	Chen, Wang, Liu, Zhang, Zhang, Zhang, Shieh, Yang, Zhang	2013	J Proteome Res	23402259	http://www.ncbi.nlm.nih.gov/pubmed/23402259	Direct interaction	181	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Line,Cultured Cells,Breast Cancer,Cancer
	Wilker-Yaffe-2007	0.25	14-3-3sigma controls mitotic translation to facilitate cytokinesis.	Wilker, van Vugt, Artim, Huang, Petersen, Reinhardt, Feng, Sharp, Sonenberg, White, Yaffe	2007	Nature	17361185	http://www.ncbi.nlm.nih.gov/pubmed/17361185	Direct interaction	110	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Transcription Factors,Cell Line,Cultured Cells,Cancer
	Xiao-Lefkowitz-2007	0.23	Functional specialization of beta-arrestin interactions revealed by proteomic analysis.	Xiao, McClatchy, Shukla, Zhao, Chen, Shenoy, Yates, Lefkowitz	2007	Proc Natl Acad Sci U S A	17620599	http://www.ncbi.nlm.nih.gov/pubmed/17620599	Direct interaction	402	IREF	http://irefindex.uio.no/wiki/iRefIndex	Signal Transduction
	Bantscheff-Drewes-2011	0.23	Chemoproteomics profiling of HDAC inhibitors reveals selective targeting of HDAC complexes.	Bantscheff, Hopf, Savitski, Dittmann, Grandi, Michon, Schlegl, Abraham, Becher, Bergamini, Boesche, Delling, Dümpelfeld, Eberhard, Huthmacher, Mathieson, Poeckel, Reader, Strunk, Sweetman, Kruse, Neubauer, Ramsden, Drewes	2011	Nat Biotechnol	21258344	http://www.ncbi.nlm.nih.gov/pubmed/21258344	Direct interaction	103	BIOGRID	http://thebiogrid.org/	
	Woods-Monteiro-2012	0.22	Charting the landscape of tandem BRCT domain-mediated protein interactions.	Woods, Mesquita, Sweet, Carvalho, Li, Liu, Nguyen, Thomas, Iversen, Marsillac, Karchin, Koomen, Monteiro	2012	Sci Signal	22990118	http://www.ncbi.nlm.nih.gov/pubmed/22990118	Direct interaction	927	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cancer
	IREF-OPHID	0.22							Direct interaction	44492	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Xie-Cong-2013	0.22	Deubiquitinase FAM/USP9X interacts with the E3 ubiquitin ligase SMURF1 protein and protects it from ligase activity-dependent self-degradation.	Xie, Avello, Schirle, McWhinnie, Feng, Bric-Furlong, Wilson, Nathans, Zhang, Kirschner, Huang, Cong	2013	J Biol Chem	23184937	http://www.ncbi.nlm.nih.gov/pubmed/23184937	Direct interaction	168	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Line,Cultured Cells,Cancer
	Brajenovic-Drewes-2004	0.21	Comprehensive proteomic analysis of human Par protein complexes reveals an interconnected protein network.	Brajenovic, Joberty, Küster, Bouwmeester, Drewes	2004	J Biol Chem	14676191	http://www.ncbi.nlm.nih.gov/pubmed/14676191	Direct interaction	125	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Cell Line
	Koch-Hermeking-2007	0.20	Large-scale identification of c-MYC-associated proteins using a combined TAP/MudPIT approach.	Koch, Zhang, Verdoodt, Bailey, Zhang, Yates, Menssen, Hermeking	2007	Cell Cycle	17314511	http://www.ncbi.nlm.nih.gov/pubmed/17314511	Direct interaction	179	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Jin-Pawson-2004	0.19	Proteomic, functional, and domain-based analysis of in vivo 14-3-3 binding proteins involved in cytoskeletal regulation and cellular organization.	Jin, Smith, Stark, Wells, Fawcett, Kulkarni, Metalnikov, O'Donnell, Taylor, Taylor, Zougman, Woodgett, Langeberg, Scott, Pawson	2004	Curr Biol	15324660	http://www.ncbi.nlm.nih.gov/pubmed/15324660	Direct interaction	233	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Cultured Cells,Immune System
	Zhao-Krug-2005	0.19	Human ISG15 conjugation targets both IFN-induced and constitutively expressed proteins functioning in diverse cellular pathways.	Zhao, Denison, Huibregtse, Gygi, Krug	2005	Proc Natl Acad Sci U S A	16009940	http://www.ncbi.nlm.nih.gov/pubmed/16009940	Direct interaction	149	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Signalling,Immune System
	Ewing-Figeys-2007	0.19	Large-scale mapping of human protein-protein interactions by mass spectrometry.	Ewing, Chu, Elisma, Li, Taylor, Climie, McBroom-Cerajewski, Robinson, O'Connor, Li, Taylor, Dharsee, Ho, Heilbut, Moore, Zhang, Ornatsky, Bukhman, Ethier, Sheng, Vasilescu, Abu-Farha, Lambert, Duewel, Stewart, Kuehl, Hogue, Colwill, Gladwish, Muskat, Kinach, Adams, Moran, Morin, Topaloglou, Figeys	2007	Mol Syst Biol	17353931	http://www.ncbi.nlm.nih.gov/pubmed/17353931	Direct interaction	5673	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Zanon-Pichler-2013	0.19	Profiling of Parkin-binding partners using tandem affinity purification.	Zanon, Rakovic, Blankenburg, Doncheva, Schwienbacher, Serafin, Alexa, Weichenberger, Albrecht, Klein, Hicks, Pramstaller, Domingues, Pichler	2013	PLoS One	24244333	http://www.ncbi.nlm.nih.gov/pubmed/24244333	Direct interaction	194	BIOGRID	http://thebiogrid.org/	
	Fenner-Prehn-2010	0.18	Expanding the substantial interactome of NEMO using protein microarrays.	Fenner, Scannell, Prehn	2010	PLoS One	20098747	http://www.ncbi.nlm.nih.gov/pubmed/20098747	Direct interaction	106	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cultured Cells,Signal Transduction,Cell Line
	Yatim-Benkirane-2012	0.17	NOTCH1 nuclear interactome reveals key regulators of its transcriptional activity and oncogenic function.	Yatim, Benne, Sobhian, Laurent-Chabalier, Deas, Judde, Lelievre, Levy, Benkirane	2012	Mol Cell	23022380	http://www.ncbi.nlm.nih.gov/pubmed/23022380	Direct interaction	131	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Lymphoma,Cancer,Cultured Cells
	Bandyopadhyay-Ideker-2010	0.17	A human MAP kinase interactome.	Bandyopadhyay, Chiang, Srivastava, Gersten, White, Bell, Kurschner, Martin, Smoot, Sahasrabudhe, Barber, Chanda, Ideker	2010	Nat Methods	20936779	http://www.ncbi.nlm.nih.gov/pubmed/20936779	Direct interaction	625	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Signal Transduction,Cell Line,Cultured Cells
	Tsai-Cristea-2012	0.17	Functional proteomics establishes the interaction of SIRT7 with chromatin remodeling complexes and expands its role in regulation of RNA polymerase I transcription.	Tsai, Greco, Boonmee, Miteva, Cristea	2012	Mol Cell Proteomics	22586326	http://www.ncbi.nlm.nih.gov/pubmed/22586326	Direct interaction	654	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Localization
	Barrios-Rodiles-Wrana-2005	0.17	High-throughput mapping of a dynamic signaling network in mammalian cells.	Barrios-Rodiles, Brown, Ozdamar, Bose, Liu, Donovan, Shinjo, Liu, Dembowy, Taylor, Luga, Przulj, Robinson, Suzuki, Hayashizaki, Jurisica, Wrana	2005	Science	15761153	http://www.ncbi.nlm.nih.gov/pubmed/15761153	Direct interaction	611	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Signalling,Cell Line,Cancer,Epithelial Cells,Signal Transduction,Cultured Cells,Transcription Factors
	Oláh-Ovádi-2011	0.16	Interactions of pathological hallmark proteins: tubulin polymerization promoting protein/p25, beta-amyloid, and alpha-synuclein.	Oláh, Vincze, Virók, Simon, Bozsó, Tõkési, Horváth, Hlavanda, Kovács, Magyar, Szũcs, Orosz, Penke, Ovádi	2011	J Biol Chem	21832049	http://www.ncbi.nlm.nih.gov/pubmed/21832049	Direct interaction	1851	IREF	http://irefindex.uio.no/wiki/iRefIndex	Epithelial Cells,Cultured Cells,Nervous System,Cell Line
	Lee-Songyang-2011	0.16	Genome-wide YFP fluorescence complementation screen identifies new regulators for telomere signaling in human cells.	Lee, Kim, He, Baek, Yang, Chen, Liang, Chae, Safari, Liu, Songyang	2011	Mol Cell Proteomics	21044950	http://www.ncbi.nlm.nih.gov/pubmed/21044950	Direct interaction	603	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Signal Transduction
	Wu-Li-2007	0.16	Systematic identification of SH3 domain-mediated human protein-protein interactions by peptide array target screening.	Wu, Ma, Brown, Geisler, Li, Tzeng, Jia, Jurisica, Li	2007	Proteomics	17474147	http://www.ncbi.nlm.nih.gov/pubmed/17474147	Direct interaction	923	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Signal Transduction,Cell Line
	Sato-Conaway-2004	0.16	A set of consensus mammalian mediator subunits identified by multidimensional protein identification technology.	Sato, Tomomori-Sato, Parmely, Florens, Zybailov, Swanson, Banks, Jin, Cai, Washburn, Conaway, Conaway	2004	Mol Cell	15175163	http://www.ncbi.nlm.nih.gov/pubmed/15175163	Direct interaction	229	BIOGRID	http://thebiogrid.org/	Transcription Factors
	Chen-Naus-2012	0.15	Association of connexin43 with E3 ubiquitin ligase TRIM21 reveals a mechanism for gap junction phosphodegron control.	Chen, Kristensen, Foster, Naus	2012	J Proteome Res	23106098	http://www.ncbi.nlm.nih.gov/pubmed/23106098	Direct interaction	106	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cancer
	Cai-Conaway-2007	0.14	YY1 functions with INO80 to activate transcription.	Cai, Jin, Yao, Gottschalk, Swanson, Wu, Shi, Washburn, Florens, Conaway, Conaway	2007	Nat Struct Mol Biol	17721549	http://www.ncbi.nlm.nih.gov/pubmed/17721549	Direct interaction	106	BIOGRID	http://thebiogrid.org/	Transcription Factors,Cultured Cells,Cell Line
	Napolitano-Meroni-2011	0.14	Functional interactions between ubiquitin E2 enzymes and TRIM proteins.	Napolitano, Jaffray, Hay, Meroni	2011	Biochem J	21143188	http://www.ncbi.nlm.nih.gov/pubmed/21143188	Direct interaction	81	BIOGRID	http://thebiogrid.org/	Transcription Factors,Cultured Cells,Nervous System
	Liu-Wang-2012	0.14	Proteomic identification of common SCF ubiquitin ligase FBXO6-interacting glycoproteins in three kinds of cells.	Liu, Zheng, Wang, Xu, Xia, Zhang, Wu, Chen, Wang	2012	J Proteome Res	22268729	http://www.ncbi.nlm.nih.gov/pubmed/22268729	Direct interaction	594	BIOGRID	http://thebiogrid.org/	Cell Line,Cultured Cells,Cancer,Immune System
	IREF-SMALL-SCALE-STUDIES	0.14							Direct interaction	69119	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	IREF-HPRD	0.13							Direct interaction	34112	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Behrends-Harper-2010	0.13	Network organization of the human autophagy system.	Behrends, Sowa, Gygi, Harper	2010	Nature	20562859	http://www.ncbi.nlm.nih.gov/pubmed/20562859	Direct interaction	766	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Joshi-Cristea-2013	0.13	The functional interactome landscape of the human histone deacetylase family.	Joshi, Greco, Guise, Luo, Yu, Nesvizhskii, Cristea	2013	Mol Syst Biol	23752268	http://www.ncbi.nlm.nih.gov/pubmed/23752268	Direct interaction	307	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Transcription Factors,Signal Transduction,Immune System
	Couzens-Gingras-2013	0.13	Protein interaction network of the mammalian Hippo pathway reveals mechanisms of kinase-phosphatase interactions.	Couzens, Knight, Kean, Teo, Weiss, Dunham, Lin, Bagshaw, Sicheri, Pawson, Wrana, Choi, Gingras	2013	Sci Signal	24255178	http://www.ncbi.nlm.nih.gov/pubmed/24255178	Direct interaction	366	BIOGRID	http://thebiogrid.org/	
	Bennett-Harper-2010	0.12	Dynamics of cullin-RING ubiquitin ligase network revealed by systematic quantitative proteomics.	Bennett, Rush, Gygi, Harper	2010	Cell	21145461	http://www.ncbi.nlm.nih.gov/pubmed/21145461	Direct interaction	4386	BIOGRID	http://thebiogrid.org/	Transcription Factors,Cultured Cells,Cell Line,Hormones
	van Wijk-Timmers-2009	0.12	A comprehensive framework of E2-RING E3 interactions of the human ubiquitin-proteasome system.	van Wijk, de Vries, Kemmeren, Huang, Boelens, Bonvin, Timmers	2009	Mol Syst Biol	19690564	http://www.ncbi.nlm.nih.gov/pubmed/19690564	Direct interaction	306	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Line,Cultured Cells,Cancer
	IREF-INTACT	0.11							Direct interaction	42475	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Arbuckle-Grant-2010	0.11	The SH3 domain of postsynaptic density 95 mediates inflammatory pain through phosphatidylinositol-3-kinase recruitment.	Arbuckle, Komiyama, Delaney, Coba, Garry, Rosie, Allchorne, Forsyth, Bence, Carlisle, O'Dell, Mitchell, Fleetwood-Walker, Grant	2010	EMBO Rep	20467438	http://www.ncbi.nlm.nih.gov/pubmed/20467438	Direct interaction	268	IREF	http://irefindex.uio.no/wiki/iRefIndex	Brain,Immune System
	Hayes-Urbé-2012	0.10	Direct and indirect control of mitogen-activated protein kinase pathway-associated components, BRAP/IMP E3 ubiquitin ligase and CRAF/RAF1 kinase, by the deubiquitylating enzyme USP15.	Hayes, Liu, MacDonald, Sanderson, Coulson, Clague, Urbé	2012	J Biol Chem	23105109	http://www.ncbi.nlm.nih.gov/pubmed/23105109	Direct interaction	107	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Signal Transduction,Cancer,Cell Line
