GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 12:37:14 GMT 2016

Gene	Score	Description
	Mak-Moffat-2010	2.10	A lentiviral functional proteomics approach identifies chromatin remodeling complexes important for the induction of pluripotency.	Mak, Ni, Hewel, Chen, Zhong, Karamboulas, Blakely, Smiley, Marcon, Roudeva, Li, Olsen, Wan, Punna, Isserlin, Chetyrkin, Gingras, Emili, Greenblatt, Moffat	2010	Mol Cell Proteomics	20305087	http://www.ncbi.nlm.nih.gov/pubmed/20305087	Direct interaction	108	BIOGRID	http://thebiogrid.org/	Transcription Factors,Cell Line,Cultured Cells,Stem Cells
	McCracken-Blencowe-2005	1.96	Proteomic analysis of SRm160-containing complexes reveals a conserved association with cohesin.	McCracken, Longman, Marcon, Moens, Downey, Nickerson, Jessberger, Wilde, Caceres, Emili, Blencowe	2005	J Biol Chem	16159877	http://www.ncbi.nlm.nih.gov/pubmed/16159877	Direct interaction	177	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Neganova-Lako-2011	1.91	An important role for CDK2 in G1 to S checkpoint activation and DNA damage response in human embryonic stem cells.	Neganova, Vilella, Atkinson, Lloret, Passos, von Zglinicki, O'Connor, Burks, Jones, Armstrong, Lako	2011	Stem Cells	21319273	http://www.ncbi.nlm.nih.gov/pubmed/21319273	Direct interaction	388	IREF	http://irefindex.uio.no/wiki/iRefIndex	Development,Cultured Cells,Cancer,Cell Proliferation,Apoptosis,Cell Line,Stem Cells,Transcription Factors
	Gloeckner-Ueffing-2007	1.45	A novel tandem affinity purification strategy for the efficient isolation and characterisation of native protein complexes.	Gloeckner, Boldt, Schumacher, Roepman, Ueffing	2007	Proteomics	17979178	http://www.ncbi.nlm.nih.gov/pubmed/17979178	Direct interaction	100	BIOGRID	http://thebiogrid.org/	Cell Line,Cultured Cells,Cancer
	McFarland-Nussbaum-2008	1.44	Proteomics analysis identifies phosphorylation-dependent alpha-synuclein protein interactions.	McFarland, Ellis, Markey, Nussbaum	2008	Mol Cell Proteomics	18614564	http://www.ncbi.nlm.nih.gov/pubmed/18614564	Direct interaction	157	IREF	http://irefindex.uio.no/wiki/iRefIndex	Brain,Nervous System
	Bett-Hay-2013	1.43	The P-body component USP52/PAN2 is a novel regulator of HIF1A mRNA stability.	Bett, Ibrahim, Garg, Kelly, Pedrioli, Rocha, Hay	2013	Biochem J	23398456	http://www.ncbi.nlm.nih.gov/pubmed/23398456	Direct interaction	317	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Udeshi-Carr-2012	1.34	Methods for quantification of in vivo changes in protein ubiquitination following proteasome and deubiquitinase inhibition.	Udeshi, Mani, Eisenhaure, Mertins, Jaffe, Clauser, Hacohen, Carr	2012	Mol Cell Proteomics	22505724	http://www.ncbi.nlm.nih.gov/pubmed/22505724	Direct interaction	2481	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line,Cancer,Immune System
	Kneissl-Grummt-2003	1.33	Interaction and assembly of murine pre-replicative complex proteins in yeast and mouse cells.	Kneissl, Pütter, Szalay, Grummt	2003	J Mol Biol	12614612	http://www.ncbi.nlm.nih.gov/pubmed/12614612	Direct interaction	81	BIOGRID	http://thebiogrid.org/	Cell Proliferation,Transcription Factors,Cultured Cells,Cell Line
	Jeronimo-Coulombe-2007	1.25	Systematic analysis of the protein interaction network for the human transcription machinery reveals the identity of the 7SK capping enzyme.	Jeronimo, Forget, Bouchard, Li, Chua, Poitras, Thérien, Bergeron, Bourassa, Greenblatt, Chabot, Poirier, Hughes, Blanchette, Price, Coulombe	2007	Mol Cell	17643375	http://www.ncbi.nlm.nih.gov/pubmed/17643375	Direct interaction	699	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Oshikawa-Nakayama-2012	1.24	Proteome-wide identification of ubiquitylation sites by conjugation of engineered lysine-less ubiquitin.	Oshikawa, Matsumoto, Oyamada, Nakayama	2012	J Proteome Res	22053931	http://www.ncbi.nlm.nih.gov/pubmed/22053931	Direct interaction	895	BIOGRID	http://thebiogrid.org/	
	Zhou-Conrads-2004	1.10	An investigation into the human serum "interactome".	Zhou, Lucas, Chan, Issaq, Petricoin, Liotta, Veenstra, Conrads	2004	Electrophoresis	15174051	http://www.ncbi.nlm.nih.gov/pubmed/15174051	Direct interaction	160	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Xu-Ye-2012	1.07	SGTA recognizes a noncanonical ubiquitin-like domain in the Bag6-Ubl4A-Trc35 complex to promote endoplasmic reticulum-associated degradation.	Xu, Cai, Yang, Huang, Ye	2012	Cell Rep	23246001	http://www.ncbi.nlm.nih.gov/pubmed/23246001	Direct interaction	224	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Cell Line
	Freibaum-Taylor-2010	1.05	Global analysis of TDP-43 interacting proteins reveals strong association with RNA splicing and translation machinery.	Freibaum, Chitta, High, Taylor	2010	J Proteome Res	20020773	http://www.ncbi.nlm.nih.gov/pubmed/20020773	Direct interaction	222	BIOGRID	http://thebiogrid.org/	Transcription Factors,Cultured Cells,Cell Line,Immune System
	Brehme-Superti-Furga-2009	1.04	Charting the molecular network of the drug target Bcr-Abl.	Brehme, Hantschel, Colinge, Kaupe, Planyavsky, Köcher, Mechtler, Bennett, Superti-Furga	2009	Proc Natl Acad Sci U S A	19380743	http://www.ncbi.nlm.nih.gov/pubmed/19380743	Direct interaction	579	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Cancer,Cell Line
	Yu-Chow-2013	1.04	VCP phosphorylation-dependent interaction partners prevent apoptosis in Helicobacter pylori-infected gastric epithelial cells.	Yu, Yang, Chang, Chuang, Lin, Wu, Chow	2013	PLoS One	23383273	http://www.ncbi.nlm.nih.gov/pubmed/23383273	Direct interaction	272	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Signal Transduction,Cancer,Cell Proliferation,Apoptosis,Cell Line,Epithelial Cells
	Varjosalo-Superti-Furga-2013	1.01	Interlaboratory reproducibility of large-scale human protein-complex analysis by standardized AP-MS.	Varjosalo, Sacco, Stukalov, van Drogen, Planyavsky, Hauri, Aebersold, Bennett, Colinge, Gstaiger, Superti-Furga	2013	Nat Methods	23455922	http://www.ncbi.nlm.nih.gov/pubmed/23455922	Direct interaction	4194	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Varjosalo-Gstaiger-2013 B	0.98	The protein interaction landscape of the human CMGC kinase group.	Varjosalo, Keskitalo, Van Drogen, Nurkkala, Vichalkovski, Aebersold, Gstaiger	2013	Cell Rep	23602568	http://www.ncbi.nlm.nih.gov/pubmed/23602568	Direct interaction	306	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Kristensen-Foster-2012	0.97	A high-throughput approach for measuring temporal changes in the interactome.	Kristensen, Gsponer, Foster	2012	Nat Methods	22863883	http://www.ncbi.nlm.nih.gov/pubmed/22863883	Direct interaction	7104	BIOGRID	http://thebiogrid.org/	Time Series
	Hegele-Stelzl-2012 B	0.97	Dynamic protein-protein interaction wiring of the human spliceosome.	Hegele, Kamburov, Grossmann, Sourlis, Wowro, Weimann, Will, Pena, Lührmann, Stelzl	2012	Mol Cell	22365833	http://www.ncbi.nlm.nih.gov/pubmed/22365833	Direct interaction	600	BIOGRID	http://thebiogrid.org/	
	IREF-DIP	0.95							Direct interaction	3719	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Havugimana-Emili-2012	0.92	A census of human soluble protein complexes.	Havugimana, Hart, Nepusz, Yang, Turinsky, Li, Wang, Boutz, Fong, Phanse, Babu, Craig, Hu, Wan, Vlasblom, Dar, Bezginov, Clark, Wu, Wodak, Tillier, Paccanaro, Marcotte, Emili	2012	Cell	22939629	http://www.ncbi.nlm.nih.gov/pubmed/22939629	Direct interaction	13710	BIOGRID	http://thebiogrid.org/	
	Agrawal-Sedivy-2010	0.90	Proteomic profiling of Myc-associated proteins.	Agrawal, Yu, Salomon, Sedivy	2010	Cell Cycle	21150319	http://www.ncbi.nlm.nih.gov/pubmed/21150319	Direct interaction	102	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Weinmann-Meister-2009	0.82	Importin 8 is a gene silencing factor that targets argonaute proteins to distinct mRNAs.	Weinmann, Höck, Ivacevic, Ohrt, Mütze, Schwille, Kremmer, Benes, Urlaub, Meister	2009	Cell	19167051	http://www.ncbi.nlm.nih.gov/pubmed/19167051	Direct interaction	96	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Danielsen-Nielsen-2011	0.81	Mass spectrometric analysis of lysine ubiquitylation reveals promiscuity at site level.	Danielsen, Sylvestersen, Bekker-Jensen, Szklarczyk, Poulsen, Horn, Jensen, Mailand, Nielsen	2011	Mol Cell Proteomics	21139048	http://www.ncbi.nlm.nih.gov/pubmed/21139048	Direct interaction	5424	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Rowbotham-Mermoud-2011	0.79	Maintenance of silent chromatin through replication requires SWI/SNF-like chromatin remodeler SMARCAD1.	Rowbotham, Barki, Neves-Costa, Santos, Dean, Hawkes, Choudhary, Will, Webster, Oxley, Green, Varga-Weisz, Mermoud	2011	Mol Cell	21549307	http://www.ncbi.nlm.nih.gov/pubmed/21549307	Direct interaction	114	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Fibroblasts,Cell Line,Cancer,Cultured Cells
	Cannavo-Jiricny-2007	0.77	Characterization of the interactome of the human MutL homologues MLH1, PMS1, and PMS2.	Cannavo, Gerrits, Marra, Schlapbach, Jiricny	2007	J Biol Chem	17148452	http://www.ncbi.nlm.nih.gov/pubmed/17148452	Direct interaction	101	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Zhao-Krug-2005	0.76	Human ISG15 conjugation targets both IFN-induced and constitutively expressed proteins functioning in diverse cellular pathways.	Zhao, Denison, Huibregtse, Gygi, Krug	2005	Proc Natl Acad Sci U S A	16009940	http://www.ncbi.nlm.nih.gov/pubmed/16009940	Direct interaction	149	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Signalling,Immune System
	Foerster-Ritter-2013	0.76	Characterization of the EGFR interactome reveals associated protein complex networks and intracellular receptor dynamics.	Foerster, Kacprowski, Dhople, Hammer, Herzog, Saafan, Bien-Möller, Albrecht, Völker, Ritter	2013	Proteomics	23956138	http://www.ncbi.nlm.nih.gov/pubmed/23956138	Direct interaction	161	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Barr-Knapp-2009	0.76	Large-scale structural analysis of the classical human protein tyrosine phosphatome.	Barr, Ugochukwu, Lee, King, Filippakopoulos, Alfano, Savitsky, Burgess-Brown, Müller, Knapp	2009	Cell	19167335	http://www.ncbi.nlm.nih.gov/pubmed/19167335	Direct interaction	165	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Li-Dorf-2011 A	0.72	Mapping a dynamic innate immunity protein interaction network regulating type I interferon production.	Li, Wang, Berman, Kong, Dorf	2011	Immunity	21903422	http://www.ncbi.nlm.nih.gov/pubmed/21903422	Direct interaction	400	BIOGRID	http://thebiogrid.org/	Cell Signalling,Cultured Cells,Cell Line,Immune System
	Cox-Rizzino-2013	0.68	The SOX2-interactome in brain cancer cells identifies the requirement of MSI2 and USP9X for the growth of brain tumor cells.	Cox, Wilder, Gilmore, Wuebben, Washburn, Rizzino	2013	PLoS One	23667531	http://www.ncbi.nlm.nih.gov/pubmed/23667531	Direct interaction	280	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Transcription Factors,Cell Line,Cultured Cells,Cancer
	Giannone-Liu-2010	0.68	The protein network surrounding the human telomere repeat binding factors TRF1, TRF2, and POT1.	Giannone, McDonald, Hurst, Shen, Wang, Liu	2010	PLoS One	20811636	http://www.ncbi.nlm.nih.gov/pubmed/20811636	Direct interaction	279	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cultured Cells,Cell Line
	Ramachandran-LaBaer-2004	0.64	Self-assembling protein microarrays.	Ramachandran, Hainsworth, Bhullar, Eisenstein, Rosen, Lau, Walter, LaBaer	2004	Science	15232106	http://www.ncbi.nlm.nih.gov/pubmed/15232106	Direct interaction	113	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Persaud-Rotin-2009	0.64	Comparison of substrate specificity of the ubiquitin ligases Nedd4 and Nedd4-2 using proteome arrays.	Persaud, Alberts, Amsen, Xiong, Wasmuth, Saadon, Fladd, Parkinson, Rotin	2009	Mol Syst Biol	19953087	http://www.ncbi.nlm.nih.gov/pubmed/19953087	Direct interaction	244	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Varjosalo-Gstaiger-2013 A	0.64	The protein interaction landscape of the human CMGC kinase group.	Varjosalo, Keskitalo, Van Drogen, Nurkkala, Vichalkovski, Aebersold, Gstaiger	2013	Cell Rep	23602568	http://www.ncbi.nlm.nih.gov/pubmed/23602568	Direct interaction	686	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	IREF-PUBMED	0.62							Direct interaction	459	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Roux-Burke-2012	0.62	A promiscuous biotin ligase fusion protein identifies proximal and interacting proteins in mammalian cells.	Roux, Kim, Raida, Burke	2012	J Cell Biol	22412018	http://www.ncbi.nlm.nih.gov/pubmed/22412018	Direct interaction	113	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors
	BIOGRID-SMALL-SCALE-STUDIES	0.61							Direct interaction	51715	BIOGRID	http://thebiogrid.org/	
	Wagner-Choudhary-2011	0.60	A proteome-wide, quantitative survey of in vivo ubiquitylation sites reveals widespread regulatory roles.	Wagner, Beli, Weinert, Nielsen, Cox, Mann, Choudhary	2011	Mol Cell Proteomics	21890473	http://www.ncbi.nlm.nih.gov/pubmed/21890473	Direct interaction	4590	BIOGRID	http://thebiogrid.org/	Signal Transduction
	IREF-MATRIXDB	0.59							Direct interaction	179	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	IREF-INNATEDB	0.58							Direct interaction	3870	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Hutchins-Peters-2010	0.58	Systematic analysis of human protein complexes identifies chromosome segregation proteins.	Hutchins, Toyoda, Hegemann, Poser, Hériché, Sykora, Augsburg, Hudecz, Buschhorn, Bulkescher, Conrad, Comartin, Schleiffer, Sarov, Pozniakovsky, Slabicki, Schloissnig, Steinmacher, Leuschner, Ssykor, Lawo, Pelletier, Stark, Nasmyth, Ellenberg, Durbin, Buchholz, Mechtler, Hyman, Peters	2010	Science	20360068	http://www.ncbi.nlm.nih.gov/pubmed/20360068	Direct interaction	1770	BIOGRID	http://thebiogrid.org/	Cell Proliferation,Nervous System,Localization
	Chen-Zhang-2013	0.53	Quantitative study of the interactome of PKCζ involved in the EGF-induced tumor cell chemotaxis.	Chen, Wang, Liu, Zhang, Zhang, Zhang, Shieh, Yang, Zhang	2013	J Proteome Res	23402259	http://www.ncbi.nlm.nih.gov/pubmed/23402259	Direct interaction	181	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Line,Cultured Cells,Breast Cancer,Cancer
	Sowa-Harper-2009	0.50	Defining the human deubiquitinating enzyme interaction landscape.	Sowa, Bennett, Gygi, Harper	2009	Cell	19615732	http://www.ncbi.nlm.nih.gov/pubmed/19615732	Direct interaction	1506	BIOGRID	http://thebiogrid.org/	
	Loch-Strickler-2012	0.49	A microarray of ubiquitylated proteins for profiling deubiquitylase activity reveals the critical roles of both chain and substrate.	Loch, Strickler	2012	Biochim Biophys Acta	22626734	http://www.ncbi.nlm.nih.gov/pubmed/22626734	Direct interaction	147	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Roy-Parent-2013	0.47	Novel, gel-free proteomics approach identifies RNF5 and JAMP as modulators of GPCR stability.	Roy, Glazkova, Fréchette, Iorio-Morin, Binda, Pétrin, Trieu, Robitaille, Angers, Hébert, Parent	2013	Mol Endocrinol	23798571	http://www.ncbi.nlm.nih.gov/pubmed/23798571	Direct interaction	153	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Signal Transduction,Cell Line,Cultured Cells
	IREF-BIND	0.46							Direct interaction	7078	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Taipale-Lindquist-2012	0.46	Quantitative analysis of HSP90-client interactions reveals principles of substrate recognition.	Taipale, Krykbaeva, Koeva, Kayatekin, Westover, Karras, Lindquist	2012	Cell	22939624	http://www.ncbi.nlm.nih.gov/pubmed/22939624	Direct interaction	726	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors
	Malovannaya-Qin-2010	0.45	Streamlined analysis schema for high-throughput identification of endogenous protein complexes.	Malovannaya, Li, Bulynko, Jung, Wang, Lanz, O'Malley, Qin	2010	Proc Natl Acad Sci U S A	20133760	http://www.ncbi.nlm.nih.gov/pubmed/20133760	Direct interaction	235	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Wilker-Yaffe-2007	0.45	14-3-3sigma controls mitotic translation to facilitate cytokinesis.	Wilker, van Vugt, Artim, Huang, Petersen, Reinhardt, Feng, Sharp, Sonenberg, White, Yaffe	2007	Nature	17361185	http://www.ncbi.nlm.nih.gov/pubmed/17361185	Direct interaction	110	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Transcription Factors,Cell Line,Cultured Cells,Cancer
	IREF-MPPI	0.44							Direct interaction	384	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Koch-Hermeking-2007	0.37	Large-scale identification of c-MYC-associated proteins using a combined TAP/MudPIT approach.	Koch, Zhang, Verdoodt, Bailey, Zhang, Yates, Menssen, Hermeking	2007	Cell Cycle	17314511	http://www.ncbi.nlm.nih.gov/pubmed/17314511	Direct interaction	179	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Woods-Monteiro-2012	0.37	Charting the landscape of tandem BRCT domain-mediated protein interactions.	Woods, Mesquita, Sweet, Carvalho, Li, Liu, Nguyen, Thomas, Iversen, Marsillac, Karchin, Koomen, Monteiro	2012	Sci Signal	22990118	http://www.ncbi.nlm.nih.gov/pubmed/22990118	Direct interaction	927	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cancer
	Xiao-Lefkowitz-2007	0.36	Functional specialization of beta-arrestin interactions revealed by proteomic analysis.	Xiao, McClatchy, Shukla, Zhao, Chen, Shenoy, Yates, Lefkowitz	2007	Proc Natl Acad Sci U S A	17620599	http://www.ncbi.nlm.nih.gov/pubmed/17620599	Direct interaction	402	IREF	http://irefindex.uio.no/wiki/iRefIndex	Signal Transduction
	Bantscheff-Drewes-2011	0.35	Chemoproteomics profiling of HDAC inhibitors reveals selective targeting of HDAC complexes.	Bantscheff, Hopf, Savitski, Dittmann, Grandi, Michon, Schlegl, Abraham, Becher, Bergamini, Boesche, Delling, Dümpelfeld, Eberhard, Huthmacher, Mathieson, Poeckel, Reader, Strunk, Sweetman, Kruse, Neubauer, Ramsden, Drewes	2011	Nat Biotechnol	21258344	http://www.ncbi.nlm.nih.gov/pubmed/21258344	Direct interaction	103	BIOGRID	http://thebiogrid.org/	
	IREF-OPHID	0.34							Direct interaction	44492	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Xie-Cong-2013	0.32	Deubiquitinase FAM/USP9X interacts with the E3 ubiquitin ligase SMURF1 protein and protects it from ligase activity-dependent self-degradation.	Xie, Avello, Schirle, McWhinnie, Feng, Bric-Furlong, Wilson, Nathans, Zhang, Kirschner, Huang, Cong	2013	J Biol Chem	23184937	http://www.ncbi.nlm.nih.gov/pubmed/23184937	Direct interaction	168	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Line,Cultured Cells,Cancer
	Brajenovic-Drewes-2004	0.32	Comprehensive proteomic analysis of human Par protein complexes reveals an interconnected protein network.	Brajenovic, Joberty, Küster, Bouwmeester, Drewes	2004	J Biol Chem	14676191	http://www.ncbi.nlm.nih.gov/pubmed/14676191	Direct interaction	125	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Cell Line
	Jin-Pawson-2004	0.31	Proteomic, functional, and domain-based analysis of in vivo 14-3-3 binding proteins involved in cytoskeletal regulation and cellular organization.	Jin, Smith, Stark, Wells, Fawcett, Kulkarni, Metalnikov, O'Donnell, Taylor, Taylor, Zougman, Woodgett, Langeberg, Scott, Pawson	2004	Curr Biol	15324660	http://www.ncbi.nlm.nih.gov/pubmed/15324660	Direct interaction	233	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Cultured Cells,Immune System
	Ewing-Figeys-2007	0.29	Large-scale mapping of human protein-protein interactions by mass spectrometry.	Ewing, Chu, Elisma, Li, Taylor, Climie, McBroom-Cerajewski, Robinson, O'Connor, Li, Taylor, Dharsee, Ho, Heilbut, Moore, Zhang, Ornatsky, Bukhman, Ethier, Sheng, Vasilescu, Abu-Farha, Lambert, Duewel, Stewart, Kuehl, Hogue, Colwill, Gladwish, Muskat, Kinach, Adams, Moran, Morin, Topaloglou, Figeys	2007	Mol Syst Biol	17353931	http://www.ncbi.nlm.nih.gov/pubmed/17353931	Direct interaction	5673	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Yatim-Benkirane-2012	0.29	NOTCH1 nuclear interactome reveals key regulators of its transcriptional activity and oncogenic function.	Yatim, Benne, Sobhian, Laurent-Chabalier, Deas, Judde, Lelievre, Levy, Benkirane	2012	Mol Cell	23022380	http://www.ncbi.nlm.nih.gov/pubmed/23022380	Direct interaction	131	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Lymphoma,Cancer,Cultured Cells
	Oláh-Ovádi-2011	0.29	Interactions of pathological hallmark proteins: tubulin polymerization promoting protein/p25, beta-amyloid, and alpha-synuclein.	Oláh, Vincze, Virók, Simon, Bozsó, Tõkési, Horváth, Hlavanda, Kovács, Magyar, Szũcs, Orosz, Penke, Ovádi	2011	J Biol Chem	21832049	http://www.ncbi.nlm.nih.gov/pubmed/21832049	Direct interaction	1851	IREF	http://irefindex.uio.no/wiki/iRefIndex	Epithelial Cells,Cultured Cells,Nervous System,Cell Line
	Tsai-Cristea-2012	0.28	Functional proteomics establishes the interaction of SIRT7 with chromatin remodeling complexes and expands its role in regulation of RNA polymerase I transcription.	Tsai, Greco, Boonmee, Miteva, Cristea	2012	Mol Cell Proteomics	22586326	http://www.ncbi.nlm.nih.gov/pubmed/22586326	Direct interaction	654	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Localization
