GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Jan 17 13:28:01 GMT 2017

Gene	Score	Description
APP	GO:0002576	GO:0004857	GO:0004866	GO:0004867	GO:0006873	GO:0006875	GO:0006887	GO:0007215	GO:0007610	GO:0007626	GO:0010466	GO:0010951	GO:0030003	GO:0030141	GO:0030168	GO:0030198	GO:0030414	GO:0030424	GO:0030425	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0035235	GO:0043005	GO:0043062	GO:0045202	GO:0048471	GO:0048588	GO:0051346	GO:0051402	GO:0052547	GO:0052548	GO:0055065	GO:0060205	GO:0061134	GO:0061135	GO:0070997	GO:0097285	GO:0097458
ARHGEF2	GO:0001819	GO:0008017	GO:0010942	GO:0015631	GO:0032314	GO:0035020	GO:0038179	GO:0043065	GO:0043068	GO:0048011	GO:0097193	GO:2001234
ATXN2	GO:0048471
BCR
BDKRB1	GO:0006873	GO:0006874	GO:0006875	GO:0007204	GO:0030003	GO:0051480	GO:0055065	GO:0055074	GO:0072503	GO:0072507
BDKRB2	GO:0002020	GO:0003013	GO:0003018	GO:0006873	GO:0006874	GO:0006875	GO:0006939	GO:0006954	GO:0007204	GO:0008015	GO:0019229	GO:0030003	GO:0035150	GO:0042310	GO:0050880	GO:0051480	GO:0055065	GO:0055074	GO:0072503	GO:0072507	GO:0090066
BDNF	GO:0048471	GO:0051960
BTBD10
C1QA	GO:0002250	GO:0002443	GO:0002449	GO:0002455	GO:0002460	GO:0006956	GO:0006959	GO:0016064	GO:0019724	GO:0072376
C1QB	GO:0002250	GO:0002443	GO:0002449	GO:0002455	GO:0002460	GO:0006956	GO:0006959	GO:0016064	GO:0019724	GO:0072376	GO:0072562
C1QC	GO:0002250	GO:0002443	GO:0002449	GO:0002455	GO:0002460	GO:0006956	GO:0006959	GO:0016064	GO:0019724	GO:0072376	GO:0072562
C1R	GO:0002250	GO:0002443	GO:0002449	GO:0002455	GO:0002460	GO:0004175	GO:0004252	GO:0006956	GO:0006959	GO:0008236	GO:0016064	GO:0017171	GO:0019724	GO:0072376	GO:0072562
C1S	GO:0002250	GO:0002443	GO:0002449	GO:0002455	GO:0002460	GO:0004175	GO:0004252	GO:0006956	GO:0006959	GO:0008236	GO:0016064	GO:0017171	GO:0019724	GO:0072376	GO:0072562
C2	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:2000257
C3	GO:0001819	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:0072562	GO:2000257
C3AR1	GO:0003013	GO:0006873	GO:0006874	GO:0006875	GO:0006954	GO:0007204	GO:0008015	GO:0030003	GO:0051480	GO:0055065	GO:0055074	GO:0072503	GO:0072507
C4A	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:0072562	GO:2000257
C4BPA	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:0072562	GO:2000257
C4BPB	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:2000257
C4orf36
C5	GO:0001819	GO:0002526	GO:0002673	GO:0002683	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0007610	GO:0030449	GO:0050727	GO:0050900	GO:0050920	GO:0070613	GO:0072376	GO:2000257
C5AR1
C6	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:2000257
C7	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:2000257
C8A	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:0072562	GO:2000257
C8B	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:2000257
C8G	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:0072562	GO:2000257
C9	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0035821	GO:0050727	GO:0051817	GO:0070613	GO:0072376	GO:0072562	GO:2000257
C9orf72
CALB1	GO:0030424	GO:0043005	GO:0097458
CALB2
CAMK1G
CASP1	GO:0004175	GO:0006919	GO:0010950	GO:0010952	GO:0031638	GO:0043280	GO:0043281	GO:0052547	GO:0052548	GO:0061134	GO:0097202	GO:2000116	GO:2001056
CASP3	GO:0000737	GO:0004175	GO:0006309	GO:0006919	GO:0006921	GO:0010942	GO:0010950	GO:0010952	GO:0022617	GO:0030198	GO:0031638	GO:0038179	GO:0043062	GO:0043065	GO:0043068	GO:0043280	GO:0043281	GO:0048011	GO:0052547	GO:0052548	GO:0097193	GO:0097202	GO:2000116	GO:2001056
CCS	GO:0000303	GO:0005507	GO:0006979	GO:0010035	GO:0019430	GO:0034599	GO:0071451
CD46	GO:0001819	GO:0002250	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:2000257
CD55	GO:0002250	GO:0002443	GO:0002449	GO:0002460	GO:0002526	GO:0002673	GO:0002683	GO:0002697	GO:0002698	GO:0002920	GO:0006873	GO:0006874	GO:0006875	GO:0006954	GO:0006956	GO:0006959	GO:0007204	GO:0010955	GO:0030003	GO:0030449	GO:0050727	GO:0050777	GO:0051480	GO:0055065	GO:0055074	GO:0070613	GO:0072376	GO:0072503	GO:0072507	GO:2000257
CD59	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0009897	GO:0030449	GO:0031233	GO:0050727	GO:0070613	GO:0072376	GO:0098552	GO:2000257
CDK5	GO:0001505	GO:0006887	GO:0010001	GO:0010769	GO:0010942	GO:0010975	GO:0030424	GO:0030425	GO:0030426	GO:0030427	GO:0031344	GO:0031594	GO:0043005	GO:0043025	GO:0043065	GO:0043068	GO:0043523	GO:0044297	GO:0045202	GO:0045664	GO:0048488	GO:0048588	GO:0050767	GO:0051402	GO:0051495	GO:0051960	GO:0070997	GO:0097285	GO:0097458	GO:1901214
CDR1
CFB	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0004175	GO:0004252	GO:0006954	GO:0006956	GO:0006959	GO:0008236	GO:0017171	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:0072562	GO:2000257
CFD	GO:0002576	GO:0006887	GO:0006956	GO:0006959	GO:0008236	GO:0017171	GO:0030141	GO:0030168	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0060205	GO:0072376
CFH	GO:0001948	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:0072562	GO:2000257
CFI	GO:0002526	GO:0002673	GO:0002697	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0030449	GO:0050727	GO:0070613	GO:0072376	GO:2000257
CHAT
CHCHD10
CHMP2B
CNR1
CNTF	GO:0043523	GO:0043524	GO:0051402	GO:0070997	GO:0097285	GO:1901214	GO:1901215
CNTFR	GO:0019898
CPB2
CR1	GO:0002250	GO:0002443	GO:0002449	GO:0002455	GO:0002460	GO:0002526	GO:0002673	GO:0002683	GO:0002697	GO:0002698	GO:0002920	GO:0006954	GO:0006956	GO:0006959	GO:0010466	GO:0010950	GO:0010951	GO:0010952	GO:0010955	GO:0016064	GO:0019724	GO:0030449	GO:0045824	GO:0050727	GO:0050777	GO:0051346	GO:0052547	GO:0052548	GO:0070613	GO:0072376	GO:2000257
CR2
CREBBP	GO:0001819
CST3	GO:0002020	GO:0004857	GO:0004866	GO:0010466	GO:0010712	GO:0010951	GO:0022617	GO:0030198	GO:0030414	GO:0043062	GO:0044246	GO:0051241	GO:0051346	GO:0052547	GO:0052548	GO:0061134	GO:0061135
CTSC
CTSH
CYCS	GO:0000737	GO:0006309	GO:0006919	GO:0006921	GO:0010950	GO:0010952	GO:0031638	GO:0043280	GO:0043281	GO:0052547	GO:0052548	GO:0097193	GO:0097202	GO:2000116	GO:2001056
CYFIP2	GO:0010950	GO:0010952	GO:0030162	GO:0031638	GO:0045202	GO:0048471	GO:0052547	GO:0052548	GO:0070613	GO:0097202	GO:2000116	GO:2001056
DAO	GO:0006584	GO:0009065	GO:0009712	GO:0009713	GO:0042417	GO:0042423	GO:0046189
DCTN1	GO:0000086	GO:0006984	GO:0006986	GO:0030968	GO:0034620	GO:0035966	GO:0035967	GO:0044839
DPP6
DUSP11
DYNC1H1	GO:0000086	GO:0044839
ECE1	GO:0003013	GO:0003018	GO:0003073	GO:0004175	GO:0008015	GO:0008217	GO:0009897	GO:0019229	GO:0030141	GO:0035150	GO:0042310	GO:0048471	GO:0050880	GO:0090066	GO:0098552
EP300	GO:0000086	GO:0001819	GO:0035821	GO:0044839	GO:0051817	GO:0097193
ERBB4
F10	GO:0004175	GO:0004252	GO:0005788	GO:0005796	GO:0007597	GO:0008236	GO:0009897	GO:0017171	GO:0017187	GO:0018200	GO:0018214	GO:0030335	GO:0031233	GO:0040017	GO:0051272	GO:0072376	GO:0072378	GO:0098552	GO:2000147
F11	GO:0004175	GO:0004252	GO:0007597	GO:0008236	GO:0017171	GO:0030193	GO:0030195	GO:0031638	GO:0031639	GO:0042730	GO:0050818	GO:0050819	GO:0051241	GO:0051917	GO:0061041	GO:0072376	GO:0072378	GO:1900046	GO:1900047
F12	GO:0002526	GO:0002673	GO:0004175	GO:0004252	GO:0006954	GO:0007597	GO:0008236	GO:0017171	GO:0030193	GO:0030194	GO:0030195	GO:0031638	GO:0031639	GO:0035966	GO:0042730	GO:0050727	GO:0050818	GO:0050819	GO:0050820	GO:0051241	GO:0051917	GO:0061041	GO:0070613	GO:0072376	GO:0072378	GO:1900046	GO:1900047	GO:1900048
F13A1	GO:0002576	GO:0006887	GO:0030141	GO:0030168	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0060205	GO:0072562
F13B
F2	GO:0004175	GO:0004252	GO:0005788	GO:0005796	GO:0006873	GO:0006874	GO:0006875	GO:0007204	GO:0007597	GO:0008236	GO:0010001	GO:0010522	GO:0010524	GO:0010543	GO:0010712	GO:0010714	GO:0010955	GO:0017171	GO:0017187	GO:0018200	GO:0018214	GO:0030003	GO:0030162	GO:0030168	GO:0030193	GO:0030194	GO:0030195	GO:0032846	GO:0032964	GO:0032965	GO:0032967	GO:0042730	GO:0044246	GO:0044253	GO:0050767	GO:0050768	GO:0050818	GO:0050819	GO:0050820	GO:0050900	GO:0051241	GO:0051281	GO:0051480	GO:0051917	GO:0051960	GO:0055065	GO:0055074	GO:0061041	GO:0070613	GO:0072376	GO:0072378	GO:0072503	GO:0072507	GO:0072562	GO:1900046	GO:1900047	GO:1900048
F2R	GO:0003013	GO:0003018	GO:0003073	GO:0006873	GO:0006874	GO:0006875	GO:0006919	GO:0006939	GO:0006954	GO:0007204	GO:0008015	GO:0008217	GO:0010522	GO:0010524	GO:0010712	GO:0010714	GO:0010950	GO:0010952	GO:0019229	GO:0030003	GO:0030168	GO:0030193	GO:0030194	GO:0030335	GO:0031594	GO:0031638	GO:0032846	GO:0032964	GO:0032965	GO:0032967	GO:0035150	GO:0040017	GO:0042310	GO:0043280	GO:0043281	GO:0043523	GO:0043524	GO:0044246	GO:0044253	GO:0045202	GO:0050818	GO:0050820	GO:0050880	GO:0051241	GO:0051272	GO:0051281	GO:0051402	GO:0051480	GO:0052547	GO:0052548	GO:0055065	GO:0055074	GO:0061041	GO:0070997	GO:0072503	GO:0072507	GO:0090066	GO:0097202	GO:0097285	GO:1900046	GO:1900048	GO:1901214	GO:1901215	GO:2000116	GO:2000147	GO:2001056
F3	GO:0002020	GO:0002526	GO:0006919	GO:0006954	GO:0007610	GO:0009897	GO:0010640	GO:0010950	GO:0010952	GO:0030193	GO:0030194	GO:0030335	GO:0031233	GO:0031638	GO:0040017	GO:0043280	GO:0043281	GO:0048008	GO:0050818	GO:0050820	GO:0050920	GO:0051272	GO:0052547	GO:0052548	GO:0061041	GO:0072376	GO:0072378	GO:0097202	GO:0098552	GO:1900046	GO:1900048	GO:2000116	GO:2000147	GO:2001056
F5	GO:0002576	GO:0006887	GO:0030141	GO:0030168	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0060205
F7	GO:0001948	GO:0005788	GO:0005796	GO:0007610	GO:0008236	GO:0010640	GO:0017171	GO:0017187	GO:0018200	GO:0018214	GO:0030335	GO:0040017	GO:0048008	GO:0050900	GO:0050920	GO:0051272	GO:0072376	GO:0072378	GO:2000147
F8	GO:0002576	GO:0006887	GO:0007597	GO:0030141	GO:0030168	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0060205	GO:0072376	GO:0072378
F9	GO:0005788	GO:0005796	GO:0007597	GO:0017187	GO:0018200	GO:0018214	GO:0072376	GO:0072378
FGA	GO:0002576	GO:0006887	GO:0009897	GO:0010035	GO:0030141	GO:0030168	GO:0030198	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0043062	GO:0060205	GO:0072562	GO:0098552
FGB	GO:0002576	GO:0006887	GO:0009897	GO:0010035	GO:0030141	GO:0030168	GO:0030198	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0043062	GO:0051087	GO:0060205	GO:0072562	GO:0098552
FGF1
FGG	GO:0002576	GO:0006887	GO:0009897	GO:0010035	GO:0030141	GO:0030168	GO:0030198	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0043062	GO:0060205	GO:0072562	GO:0098552
FGGY
FIG4
FOLH1
FUS
GAP43
GDNF
GFAP
GFM1
GLG1	GO:0050900
GLUL	GO:0001504	GO:0001505	GO:0009065
GRIA1	GO:0004970	GO:0005230	GO:0007215	GO:0008066	GO:0008328	GO:0012506	GO:0030425	GO:0030659	GO:0032281	GO:0035235	GO:0043005	GO:0043025	GO:0044297	GO:0045202	GO:0097458
GRIA2	GO:0004970	GO:0005230	GO:0007215	GO:0008066	GO:0008328	GO:0012506	GO:0030659	GO:0032281	GO:0035235
GRIA4	GO:0004970	GO:0005230	GO:0007215	GO:0008066	GO:0008328	GO:0012506	GO:0030659	GO:0032281	GO:0035235
GRIK1
GRIK2	GO:0004970	GO:0005230	GO:0007215	GO:0008066
GRN
GSR
HEXA
HNRNPA1
HNRNPA1L2
HNRNPC
HNRNPDL
HSF1
HSPA5	GO:0002576	GO:0005788	GO:0006887	GO:0006984	GO:0006986	GO:0030168	GO:0030335	GO:0030968	GO:0034620	GO:0035966	GO:0035967	GO:0040017	GO:0051087	GO:0051272	GO:2000147
HSPB1	GO:0001819	GO:0004857	GO:0006979	GO:0006986	GO:0007610	GO:0008631	GO:0030335	GO:0034599	GO:0035966	GO:0040017	GO:0050920	GO:0051272	GO:0097193	GO:1900407	GO:1902175	GO:2000147	GO:2001234
HTT	GO:0012506	GO:0015631	GO:0030424	GO:0030425	GO:0030659	GO:0043005	GO:0045502	GO:0048487	GO:0097458	GO:2001234
IGF1
IL10RB
KIFAP3
KLKB1	GO:0002526	GO:0002673	GO:0006954	GO:0007597	GO:0022617	GO:0030193	GO:0030195	GO:0030198	GO:0031638	GO:0031639	GO:0042730	GO:0043062	GO:0050727	GO:0050818	GO:0050819	GO:0051241	GO:0051917	GO:0061041	GO:0070613	GO:0072376	GO:0072378	GO:1900046	GO:1900047
KNG1	GO:0002576	GO:0006873	GO:0006874	GO:0006875	GO:0006887	GO:0006939	GO:0006954	GO:0007204	GO:0007597	GO:0010942	GO:0030003	GO:0030141	GO:0030168	GO:0030193	GO:0030195	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0043065	GO:0043068	GO:0050818	GO:0050819	GO:0051241	GO:0051480	GO:0055065	GO:0055074	GO:0060205	GO:0061041	GO:0072376	GO:0072378	GO:0072503	GO:0072507	GO:0072562	GO:1900046	GO:1900047
LMNB1	GO:0006921
MAG	GO:0010769	GO:0010975	GO:0031344	GO:0038179	GO:0045664	GO:0048011	GO:0050767	GO:0050768	GO:0050770	GO:0050771	GO:0050900	GO:0051960
MAOB
MAP2	GO:0001948
MAPT	GO:0006921	GO:0008017	GO:0010769	GO:0010975	GO:0015631	GO:0030424	GO:0030426	GO:0030427	GO:0031344	GO:0043005	GO:0045664	GO:0048588	GO:0050767	GO:0050769	GO:0050770	GO:0050772	GO:0051495	GO:0051960	GO:0090066	GO:0097458
MASP1	GO:0002526	GO:0002673	GO:0002683	GO:0002697	GO:0002698	GO:0002920	GO:0004175	GO:0004252	GO:0006954	GO:0006956	GO:0006959	GO:0008236	GO:0010955	GO:0017171	GO:0030449	GO:0050727	GO:0050777	GO:0070613	GO:0072376	GO:2000257
MASP2	GO:0004175	GO:0004252	GO:0006956	GO:0006959	GO:0008236	GO:0017171	GO:0072376
MATR3
MBL2	GO:0002526	GO:0006954	GO:0006956	GO:0006959	GO:0006979	GO:0072376
CASP14 (MICE)
MT3
NAIP
NEFH	GO:0008017	GO:0015631	GO:0030424	GO:0043005	GO:0045502	GO:0097458
NEFM	GO:0008017	GO:0015631	GO:0030424	GO:0043005	GO:0097458
NES	GO:0000086	GO:0044839	GO:0051495
NGF	GO:0005796	GO:0010769	GO:0010942	GO:0010975	GO:0031344	GO:0038179	GO:0043065	GO:0043068	GO:0043281	GO:0045664	GO:0048011	GO:0050767	GO:0050769	GO:0050770	GO:0050772	GO:0051960	GO:0052547	GO:0052548	GO:2000116
NGFR	GO:0010769	GO:0010942	GO:0010975	GO:0031344	GO:0038179	GO:0043065	GO:0043068	GO:0043281	GO:0045664	GO:0048011	GO:0050767	GO:0050768	GO:0050769	GO:0050770	GO:0050771	GO:0050772	GO:0051960	GO:0052547	GO:0052548	GO:2000116
NOS1	GO:0001505	GO:0003013	GO:0003018	GO:0006873	GO:0006874	GO:0006875	GO:0007204	GO:0008015	GO:0008217	GO:0009065	GO:0010522	GO:0030003	GO:0035150	GO:0042311	GO:0048471	GO:0050880	GO:0051480	GO:0055065	GO:0055074	GO:0072503	GO:0072507	GO:0090066	GO:0097458
NTRK2	GO:0007610	GO:0010769	GO:0010975	GO:0031344	GO:0032314	GO:0035020	GO:0038179	GO:0043523	GO:0043524	GO:0045664	GO:0048011	GO:0050767	GO:0050769	GO:0050770	GO:0050772	GO:0051402	GO:0051960	GO:0070997	GO:0097285	GO:1901214	GO:1901215
OPTN	GO:0000086	GO:0044839
PAWR	GO:0010942	GO:0043065	GO:0043068
PFN1	GO:0002576	GO:0006887	GO:0030168	GO:0030335	GO:0031344	GO:0040017	GO:0051272	GO:0051495	GO:0072562	GO:0090066	GO:2000147
PGA3
PGA4
PGA5
PIGW
PLAT	GO:0004175	GO:0004252	GO:0008236	GO:0010955	GO:0017171	GO:0030162	GO:0030193	GO:0030195	GO:0031638	GO:0031639	GO:0042730	GO:0050818	GO:0050819	GO:0051241	GO:0061041	GO:0070613	GO:1900046	GO:1900047
PLAU	GO:0004175	GO:0004252	GO:0008236	GO:0017171	GO:0030193	GO:0030195	GO:0042730	GO:0050818	GO:0050819	GO:0051241	GO:0061041	GO:1900046	GO:1900047
PLAUR	GO:0005788	GO:0019898	GO:0030162	GO:0030193	GO:0030195	GO:0042730	GO:0050818	GO:0050819	GO:0051241	GO:0061041	GO:0070613	GO:1900046	GO:1900047
PLEKHB1
PLG	GO:0002576	GO:0004175	GO:0004252	GO:0006887	GO:0008236	GO:0009897	GO:0017171	GO:0019898	GO:0022617	GO:0030141	GO:0030168	GO:0030193	GO:0030194	GO:0030195	GO:0030198	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0042730	GO:0043062	GO:0050818	GO:0050819	GO:0050820	GO:0051241	GO:0051917	GO:0060205	GO:0061041	GO:0072562	GO:0098552	GO:1900046	GO:1900047	GO:1900048
PON1
PON2
PON3
PPARGC1A	GO:0006979	GO:0032846	GO:0034599	GO:0043523	GO:0043524	GO:0051402	GO:0070997	GO:0097285	GO:1901214	GO:1901215
PRNP	GO:0002683	GO:0005507	GO:0006873	GO:0006875	GO:0006979	GO:0008017	GO:0015631	GO:0019898	GO:0030003	GO:0051241	GO:0055065
PROC	GO:0004175	GO:0004252	GO:0005788	GO:0005796	GO:0008236	GO:0017171	GO:0017187	GO:0018200	GO:0018214	GO:0030193	GO:0030195	GO:0050818	GO:0050819	GO:0050900	GO:0051241	GO:0061041	GO:1900046	GO:1900047
PROS1	GO:0002526	GO:0002576	GO:0002673	GO:0002697	GO:0002920	GO:0004857	GO:0004866	GO:0005796	GO:0006887	GO:0006954	GO:0006956	GO:0006959	GO:0010466	GO:0010951	GO:0017187	GO:0018200	GO:0018214	GO:0030141	GO:0030168	GO:0030414	GO:0030449	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0050727	GO:0050900	GO:0051346	GO:0052547	GO:0052548	GO:0060205	GO:0061134	GO:0061135	GO:0070613	GO:0072376	GO:0072562	GO:2000257
PRPH
PSEN1	GO:0004175	GO:0006873	GO:0006874	GO:0006875	GO:0022617	GO:0030003	GO:0030198	GO:0030424	GO:0030425	GO:0030426	GO:0030427	GO:0031594	GO:0043005	GO:0043025	GO:0043062	GO:0044297	GO:0045202	GO:0048471	GO:0055065	GO:0055074	GO:0072503	GO:0072507	GO:0097458
PVALB
RNF19A
RNPEP
RPS27A	GO:0000086	GO:0001819	GO:0010942	GO:0012506	GO:0030659	GO:0038179	GO:0043065	GO:0043068	GO:0044839	GO:0048011	GO:0051241
RTN4	GO:0010769	GO:0010975	GO:0031344	GO:0038179	GO:0045664	GO:0048011	GO:0048588	GO:0050767	GO:0050768	GO:0050770	GO:0050771	GO:0051960	GO:0090066
SERPINA1	GO:0002020	GO:0002576	GO:0004857	GO:0004866	GO:0004867	GO:0006887	GO:0010466	GO:0010951	GO:0030141	GO:0030162	GO:0030168	GO:0030414	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0051346	GO:0052547	GO:0052548	GO:0060205	GO:0061134	GO:0061135	GO:0070613
SERPINA5	GO:0002020	GO:0004857	GO:0004866	GO:0004867	GO:0009897	GO:0010466	GO:0010951	GO:0012506	GO:0030141	GO:0030162	GO:0030414	GO:0030659	GO:0031091	GO:0051346	GO:0052547	GO:0052548	GO:0061134	GO:0061135	GO:0070613	GO:0098552
SERPINC1	GO:0002020	GO:0004857	GO:0004866	GO:0004867	GO:0010466	GO:0010951	GO:0030162	GO:0030414	GO:0051346	GO:0052547	GO:0052548	GO:0061134	GO:0061135	GO:0070613	GO:0072562
SERPIND1	GO:0004857	GO:0004866	GO:0004867	GO:0010466	GO:0010951	GO:0030162	GO:0030414	GO:0051346	GO:0052547	GO:0052548	GO:0061134	GO:0061135	GO:0070613
SERPINE1	GO:0001819	GO:0002020	GO:0002576	GO:0004857	GO:0004866	GO:0004867	GO:0006887	GO:0006954	GO:0007610	GO:0010466	GO:0010951	GO:0010955	GO:0030141	GO:0030168	GO:0030193	GO:0030194	GO:0030195	GO:0030198	GO:0030335	GO:0030414	GO:0031091	GO:0031093	GO:0031638	GO:0031639	GO:0031983	GO:0034774	GO:0040017	GO:0042730	GO:0043062	GO:0050727	GO:0050818	GO:0050819	GO:0050820	GO:0050900	GO:0050920	GO:0051241	GO:0051272	GO:0051346	GO:0051917	GO:0052547	GO:0052548	GO:0060205	GO:0061041	GO:0061134	GO:0061135	GO:0070613	GO:0097285	GO:1900046	GO:1900047	GO:1900048	GO:2000147	GO:2001234
SERPINE2	GO:0004857	GO:0004866	GO:0004867	GO:0009897	GO:0010001	GO:0010466	GO:0010543	GO:0010951	GO:0010955	GO:0019898	GO:0030141	GO:0030162	GO:0030168	GO:0030193	GO:0030195	GO:0030414	GO:0031091	GO:0031594	GO:0031638	GO:0031639	GO:0045202	GO:0050767	GO:0050769	GO:0050818	GO:0050819	GO:0051241	GO:0051346	GO:0051960	GO:0052547	GO:0052548	GO:0061041	GO:0061134	GO:0061135	GO:0070613	GO:0098552	GO:1900046	GO:1900047
SERPINF2	GO:0001819	GO:0002020	GO:0002576	GO:0003013	GO:0003018	GO:0003073	GO:0004857	GO:0004866	GO:0004867	GO:0006887	GO:0008015	GO:0008217	GO:0010466	GO:0010712	GO:0010714	GO:0010951	GO:0010955	GO:0030141	GO:0030162	GO:0030168	GO:0030193	GO:0030194	GO:0030195	GO:0030198	GO:0030414	GO:0031091	GO:0031093	GO:0031638	GO:0031639	GO:0031983	GO:0032964	GO:0032965	GO:0032967	GO:0034774	GO:0035150	GO:0042730	GO:0043062	GO:0044246	GO:0044253	GO:0050818	GO:0050819	GO:0050820	GO:0050880	GO:0051241	GO:0051346	GO:0051495	GO:0051917	GO:0052547	GO:0052548	GO:0060205	GO:0061041	GO:0061134	GO:0061135	GO:0070613	GO:0072562	GO:0090066	GO:1900046	GO:1900047	GO:1900048
SERPING1	GO:0002526	GO:0002576	GO:0002673	GO:0002683	GO:0002697	GO:0002698	GO:0002920	GO:0003013	GO:0004857	GO:0004866	GO:0004867	GO:0006887	GO:0006954	GO:0006956	GO:0006959	GO:0007597	GO:0008015	GO:0010466	GO:0010951	GO:0010955	GO:0030141	GO:0030168	GO:0030414	GO:0030449	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0045824	GO:0050727	GO:0050777	GO:0051346	GO:0052547	GO:0052548	GO:0060205	GO:0061134	GO:0061135	GO:0070613	GO:0072376	GO:0072378	GO:0072562	GO:2000257
SERTAD3
SETX
SIGMAR1
SLC18A3
SLC1A1	GO:0005310	GO:0015172	GO:0015179	GO:0015800	GO:0015807	GO:0015813
SLC1A2	GO:0005310	GO:0015172	GO:0015179	GO:0015800	GO:0015807	GO:0015813
SLC1A3	GO:0001504	GO:0001505	GO:0005310	GO:0015172	GO:0015179	GO:0015800	GO:0015807	GO:0015813
SLC33A1
SMN1
SMN2
SNCA	GO:0001504	GO:0001505	GO:0004857	GO:0004866	GO:0005507	GO:0006584	GO:0006873	GO:0006874	GO:0006875	GO:0006887	GO:0006919	GO:0007204	GO:0009712	GO:0009713	GO:0010035	GO:0010466	GO:0010522	GO:0010524	GO:0010640	GO:0010950	GO:0010951	GO:0010952	GO:0012506	GO:0015631	GO:0030003	GO:0030141	GO:0030198	GO:0030414	GO:0030424	GO:0030426	GO:0030427	GO:0030659	GO:0031091	GO:0031638	GO:0032846	GO:0042417	GO:0042423	GO:0043005	GO:0043062	GO:0043280	GO:0043281	GO:0045502	GO:0046189	GO:0048008	GO:0048471	GO:0048488	GO:0051281	GO:0051346	GO:0051480	GO:0052547	GO:0052548	GO:0055065	GO:0055074	GO:0061134	GO:0061135	GO:0072503	GO:0072507	GO:0097202	GO:0097458	GO:2000116	GO:2001056
